1757338628.642061 server started (19022): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1757338628.642099 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:40 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6041
1757338628.642108 using libevent 2.1.12-stable select
1757338628.642120 using utf8proc 2.10.0
1757338628.642127 using ncurses 6.5 20240427
1757338628.644087 yylex_token: end at WS
1757338628.644091 yylex_token: --
1757338628.644095 yylex_token: end at WS
1757338628.644099 yylex_token: %%
1757338628.644104 cmd_parse_build_commands 0:0: bind
1757338628.644108 cmd_parse_build_commands 0:1: -N
1757338628.644113 cmd_parse_build_commands 0:2: Rename current session
1757338628.644119 cmd_parse_build_commands 0:3: $
1757338628.644124 cmd_parse_build_commands 0:4 0:0: command-prompt
1757338628.644130 cmd_parse_build_commands 0:4 0:1: -I#S
1757338628.644136 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1757338628.644140 cmd_parse_build_commands 0:4 0:2 0:1: --
1757338628.644144 cmd_parse_build_commands 0:4 0:2 0:2: %%
1757338628.644150 cmd_parse_build_commands 0:0: command-prompt
1757338628.644155 cmd_parse_build_commands 0:1: -I#S
1757338628.644161 cmd_parse_build_commands 0:2 0:0: rename-session
1757338628.644165 cmd_parse_build_commands 0:2 0:1: --
1757338628.644169 cmd_parse_build_commands 0:2 0:2: %%
1757338628.644175 cmd_parse_build_commands 0:0: rename-session
1757338628.644179 cmd_parse_build_commands 0:1: --
1757338628.644183 cmd_parse_build_commands 0:2: %%
1757338628.644188 args_parse_flags: next --
1757338628.644193 args_parse: flags end at 2 of 3
1757338628.644197 args_parse: 2 = %% (type STRING)
1757338628.644204 cmd_parse_build_commands: rename-session "%%"
1757338628.644208 args_parse_flags: next -I#S
1757338628.644213 args_parse_flag_argument: -I = #S
1757338628.644218 args_parse: flags end at 2 of 3
1757338628.644224 args_parse: 2 = rename-session "%%" (type COMMANDS)
1757338628.644233 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1757338628.644238 args_parse_flags: next -N
1757338628.644241 args_parse_flag_argument: -N = Rename current session
1757338628.644245 args_parse_flags: next $
1757338628.644249 args_parse: flags end at 3 of 5
1757338628.644254 args_parse: 3 = $ (type STRING)
1757338628.644262 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1757338628.644274 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1757338628.644281 cmdq_get_command: [bind-key/0x14b709f00] group 58
1757338628.644285 cmdq_append <global>: [bind-key/0x14b709f00]
1757338628.644289 yylex_token: end at WS
1757338628.644293 yylex_token: bind
1757338628.644298 yylex_token: end at WS
1757338628.644308 yylex_token: -N
1757338628.644313 yylex_token: end at WS
1757338628.644317 yylex_token: Split window horizontally
1757338628.644321 yylex_get_word: %
1757338628.644325 yylex_token: end at WS
1757338628.644329 yylex_token: split-window
1757338628.644332 yylex_token: end at WS
1757338628.644334 yylex_token: -h
1757338628.644338 cmd_parse_build_commands 0:0: bind
1757338628.644343 cmd_parse_build_commands 0:1: -N
1757338628.644348 cmd_parse_build_commands 0:2: Split window horizontally
1757338628.644353 cmd_parse_build_commands 0:3: %
1757338628.644359 cmd_parse_build_commands 0:4 0:0: split-window
1757338628.644364 cmd_parse_build_commands 0:4 0:1: -h
1757338628.644369 cmd_parse_build_commands 0:0: split-window
1757338628.644373 cmd_parse_build_commands 0:1: -h
1757338628.644378 args_parse_flags: next -h
1757338628.644383 args_parse_flags: -h
1757338628.644389 args_parse: flags end at 2 of 2
1757338628.644396 cmd_parse_build_commands: split-window -h
1757338628.644400 args_parse_flags: next -N
1757338628.644403 args_parse_flag_argument: -N = Split window horizontally
1757338628.644405 args_parse_flags: next %
1757338628.644408 args_parse: flags end at 3 of 5
1757338628.644411 args_parse: 3 = % (type STRING)
1757338628.644415 args_parse: 4 = split-window -h (type COMMANDS)
1757338628.644423 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1757338628.644428 cmdq_get_command: [bind-key/0x14b70a090] group 70
1757338628.644431 cmdq_append <global>: [bind-key/0x14b70a090]
1757338628.644434 yylex_token: end at WS
1757338628.644436 yylex_token: bind
1757338628.644439 yylex_token: end at WS
1757338628.644441 yylex_token: -N
1757338628.644445 yylex_token: end at WS
1757338628.644447 yylex_token: Kill current window
1757338628.644450 yylex_token: end at WS
1757338628.644454 yylex_token: &
1757338628.644458 yylex_token: end at WS
1757338628.644461 yylex_token: confirm-before
1757338628.644465 yylex_token: end at WS
1757338628.644468 yylex_token: -pkill-window #W? (y/n)
1757338628.644471 yylex_token: end at WS
1757338628.644474 yylex_token: kill-window
1757338628.644479 cmd_parse_build_commands 0:0: bind
1757338628.644482 cmd_parse_build_commands 0:1: -N
1757338628.644484 cmd_parse_build_commands 0:2: Kill current window
1757338628.644487 cmd_parse_build_commands 0:3: &
1757338628.644490 cmd_parse_build_commands 0:4 0:0: confirm-before
1757338628.644493 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1757338628.644495 cmd_parse_build_commands 0:4 0:2: kill-window
1757338628.644499 cmd_parse_build_commands 0:0: confirm-before
1757338628.644502 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1757338628.644505 cmd_parse_build_commands 0:2: kill-window
1757338628.644509 args_parse_flags: next -pkill-window #W? (y/n)
1757338628.644512 args_parse_flag_argument: -p = kill-window #W? (y/n)
1757338628.644514 args_parse_flags: next kill-window
1757338628.644517 args_parse: flags end at 2 of 3
1757338628.644520 args_parse: 2 = kill-window (type STRING)
1757338628.644528 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1757338628.644531 args_parse_flags: next -N
1757338628.644533 args_parse_flag_argument: -N = Kill current window
1757338628.644536 args_parse_flags: next &
1757338628.644539 args_parse: flags end at 3 of 5
1757338628.644541 args_parse: 3 = & (type STRING)
1757338628.644548 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1757338628.644558 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1757338628.644563 cmdq_get_command: [bind-key/0x14b70a650] group 78
1757338628.644566 cmdq_append <global>: [bind-key/0x14b70a650]
1757338628.644569 yylex_token: end at WS
1757338628.644571 yylex_token: bind
1757338628.644574 yylex_token: end at WS
1757338628.644576 yylex_token: -N
1757338628.644580 yylex_token: end at WS
1757338628.644583 yylex_token: Prompt for window index to select
1757338628.644586 yylex_token: end at WS
1757338628.644594 yylex_token: '
1757338628.644597 yylex_token: end at WS
1757338628.644600 yylex_token: command-prompt
1757338628.644603 yylex_token: end at WS
1757338628.644605 yylex_token: -T
1757338628.644608 yylex_token: end at WS
1757338628.644611 yylex_token: window-target
1757338628.644614 yylex_token: end at WS
1757338628.644616 yylex_token: -pindex
1757338628.644620 yylex_token: end at WS
1757338628.644622 yylex_token: select-window
1757338628.644625 yylex_token: end at WS
1757338628.644627 yylex_token: -t
1757338628.644630 yylex_token: end at WS
1757338628.644632 yylex_token: :%%
1757338628.644636 cmd_parse_build_commands 0:0: bind
1757338628.644639 cmd_parse_build_commands 0:1: -N
1757338628.644642 cmd_parse_build_commands 0:2: Prompt for window index to select
1757338628.644644 cmd_parse_build_commands 0:3: '
1757338628.644647 cmd_parse_build_commands 0:4 0:0: command-prompt
1757338628.644650 cmd_parse_build_commands 0:4 0:1: -T
1757338628.644653 cmd_parse_build_commands 0:4 0:2: window-target
1757338628.644656 cmd_parse_build_commands 0:4 0:3: -pindex
1757338628.644659 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1757338628.644661 cmd_parse_build_commands 0:4 0:4 0:1: -t
1757338628.644664 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1757338628.644668 cmd_parse_build_commands 0:0: command-prompt
1757338628.644671 cmd_parse_build_commands 0:1: -T
1757338628.644673 cmd_parse_build_commands 0:2: window-target
1757338628.644676 cmd_parse_build_commands 0:3: -pindex
1757338628.644679 cmd_parse_build_commands 0:4 0:0: select-window
1757338628.644681 cmd_parse_build_commands 0:4 0:1: -t
1757338628.644684 cmd_parse_build_commands 0:4 0:2: :%%
1757338628.644688 cmd_parse_build_commands 0:0: select-window
1757338628.644691 cmd_parse_build_commands 0:1: -t
1757338628.644693 cmd_parse_build_commands 0:2: :%%
1757338628.644697 args_parse_flags: next -t
1757338628.644700 args_parse_flag_argument: -t = :%%
1757338628.644703 args_parse: flags end at 3 of 3
1757338628.644708 cmd_parse_build_commands: select-window -t ":%%"
1757338628.644711 args_parse_flags: next -T
1757338628.644714 args_parse_flag_argument: -T = window-target
1757338628.644717 args_parse_flags: next -pindex
1757338628.644720 args_parse_flag_argument: -p = index
1757338628.644722 args_parse: flags end at 4 of 5
1757338628.644727 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1757338628.644737 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1757338628.644740 args_parse_flags: next -N
1757338628.644743 args_parse_flag_argument: -N = Prompt for window index to select
1757338628.644746 args_parse_flags: next '
1757338628.644749 args_parse: flags end at 3 of 5
1757338628.644751 args_parse: 3 = ' (type STRING)
1757338628.644760 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1757338628.644774 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1757338628.644779 cmdq_get_command: [bind-key/0x14b70a9c0] group 86
1757338628.644782 cmdq_append <global>: [bind-key/0x14b70a9c0]
1757338628.644786 yylex_token: end at WS
1757338628.644788 yylex_token: bind
1757338628.644791 yylex_token: end at WS
1757338628.644793 yylex_token: -N
1757338628.644797 yylex_token: end at WS
1757338628.644800 yylex_token: Switch to previous client
1757338628.644802 yylex_token: end at WS
1757338628.644805 yylex_token: (
1757338628.644808 yylex_token: end at WS
1757338628.644811 yylex_token: switch-client
1757338628.644813 yylex_token: end at WS
1757338628.644815 yylex_token: -p
1757338628.644819 cmd_parse_build_commands 0:0: bind
1757338628.644821 cmd_parse_build_commands 0:1: -N
1757338628.644824 cmd_parse_build_commands 0:2: Switch to previous client
1757338628.644827 cmd_parse_build_commands 0:3: (
1757338628.644830 cmd_parse_build_commands 0:4 0:0: switch-client
1757338628.644832 cmd_parse_build_commands 0:4 0:1: -p
1757338628.644836 cmd_parse_build_commands 0:0: switch-client
1757338628.644843 cmd_parse_build_commands 0:1: -p
1757338628.644847 args_parse_flags: next -p
1757338628.644849 args_parse_flags: -p
1757338628.644852 args_parse: flags end at 2 of 2
1757338628.644856 cmd_parse_build_commands: switch-client -p
1757338628.644859 args_parse_flags: next -N
1757338628.644862 args_parse_flag_argument: -N = Switch to previous client
1757338628.644865 args_parse_flags: next (
1757338628.644867 args_parse: flags end at 3 of 5
1757338628.644870 args_parse: 3 = ( (type STRING)
1757338628.644874 args_parse: 4 = switch-client -p (type COMMANDS)
1757338628.644882 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1757338628.644886 cmdq_get_command: [bind-key/0x14b70b170] group 98
1757338628.644889 cmdq_append <global>: [bind-key/0x14b70b170]
1757338628.644892 yylex_token: end at WS
1757338628.644895 yylex_token: bind
1757338628.644897 yylex_token: end at WS
1757338628.644900 yylex_token: -N
1757338628.644903 yylex_token: end at WS
1757338628.644906 yylex_token: Switch to next client
1757338628.644909 yylex_token: end at WS
1757338628.644911 yylex_token: )
1757338628.644914 yylex_token: end at WS
1757338628.644917 yylex_token: switch-client
1757338628.644919 yylex_token: end at WS
1757338628.644922 yylex_token: -n
1757338628.644925 cmd_parse_build_commands 0:0: bind
1757338628.644928 cmd_parse_build_commands 0:1: -N
1757338628.644931 cmd_parse_build_commands 0:2: Switch to next client
1757338628.644933 cmd_parse_build_commands 0:3: )
1757338628.644936 cmd_parse_build_commands 0:4 0:0: switch-client
1757338628.644939 cmd_parse_build_commands 0:4 0:1: -n
1757338628.644943 cmd_parse_build_commands 0:0: switch-client
1757338628.644945 cmd_parse_build_commands 0:1: -n
1757338628.644949 args_parse_flags: next -n
1757338628.644952 args_parse_flags: -n
1757338628.644955 args_parse: flags end at 2 of 2
1757338628.644959 cmd_parse_build_commands: switch-client -n
1757338628.644962 args_parse_flags: next -N
1757338628.644965 args_parse_flag_argument: -N = Switch to next client
1757338628.644967 args_parse_flags: next )
1757338628.644970 args_parse: flags end at 3 of 5
1757338628.644973 args_parse: 3 = ) (type STRING)
1757338628.644976 args_parse: 4 = switch-client -n (type COMMANDS)
1757338628.644984 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1757338628.644989 cmdq_get_command: [bind-key/0x14b70b420] group 106
1757338628.644992 cmdq_append <global>: [bind-key/0x14b70b420]
1757338628.644995 yylex_token: end at WS
1757338628.644997 yylex_token: bind
1757338628.645000 yylex_token: end at WS
1757338628.645002 yylex_token: -N
1757338628.645006 yylex_token: end at WS
1757338628.645008 yylex_token: Rename current window
1757338628.645011 yylex_token: end at WS
1757338628.645013 yylex_token: ,
1757338628.645017 yylex_token: end at WS
1757338628.645019 yylex_token: command-prompt
1757338628.645022 yylex_token: end at WS
1757338628.645025 yylex_token: -I#W
1757338628.645028 yylex_token: end at WS
1757338628.645030 yylex_token: rename-window
1757338628.645033 yylex_token: end at WS
1757338628.645035 yylex_token: --
1757338628.645038 yylex_token: end at WS
1757338628.645040 yylex_token: %%
1757338628.645044 cmd_parse_build_commands 0:0: bind
1757338628.645047 cmd_parse_build_commands 0:1: -N
1757338628.645049 cmd_parse_build_commands 0:2: Rename current window
1757338628.645052 cmd_parse_build_commands 0:3: ,
1757338628.645055 cmd_parse_build_commands 0:4 0:0: command-prompt
1757338628.645058 cmd_parse_build_commands 0:4 0:1: -I#W
1757338628.645061 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1757338628.645064 cmd_parse_build_commands 0:4 0:2 0:1: --
1757338628.645066 cmd_parse_build_commands 0:4 0:2 0:2: %%
1757338628.645070 cmd_parse_build_commands 0:0: command-prompt
1757338628.645073 cmd_parse_build_commands 0:1: -I#W
1757338628.645076 cmd_parse_build_commands 0:2 0:0: rename-window
1757338628.645079 cmd_parse_build_commands 0:2 0:1: --
1757338628.645081 cmd_parse_build_commands 0:2 0:2: %%
1757338628.645085 cmd_parse_build_commands 0:0: rename-window
1757338628.645091 cmd_parse_build_commands 0:1: --
1757338628.645093 cmd_parse_build_commands 0:2: %%
1757338628.645097 args_parse_flags: next --
1757338628.645100 args_parse: flags end at 2 of 3
1757338628.645103 args_parse: 2 = %% (type STRING)
1757338628.645108 cmd_parse_build_commands: rename-window "%%"
1757338628.645111 args_parse_flags: next -I#W
1757338628.645113 args_parse_flag_argument: -I = #W
1757338628.645116 args_parse: flags end at 2 of 3
1757338628.645120 args_parse: 2 = rename-window "%%" (type COMMANDS)
1757338628.645127 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1757338628.645130 args_parse_flags: next -N
1757338628.645133 args_parse_flag_argument: -N = Rename current window
1757338628.645135 args_parse_flags: next ,
1757338628.645138 args_parse: flags end at 3 of 5
1757338628.645140 args_parse: 3 = , (type STRING)
1757338628.645147 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1757338628.645157 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1757338628.645162 cmdq_get_command: [bind-key/0x14b70b6d0] group 114
1757338628.645165 cmdq_append <global>: [bind-key/0x14b70b6d0]
1757338628.645168 yylex_token: end at WS
1757338628.645170 yylex_token: bind
1757338628.645173 yylex_token: end at WS
1757338628.645175 yylex_token: -N
1757338628.645180 yylex_token: end at WS
1757338628.645182 yylex_token: Delete the most recent paste buffer
1757338628.645185 yylex_token: end at WS
1757338628.645188 yylex_token: -
1757338628.645191 yylex_token: end at WS
1757338628.645193 yylex_token: delete-buffer
1757338628.645197 cmd_parse_build_commands 0:0: bind
1757338628.645199 cmd_parse_build_commands 0:1: -N
1757338628.645202 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1757338628.645205 cmd_parse_build_commands 0:3: -
1757338628.645208 cmd_parse_build_commands 0:4 0:0: delete-buffer
1757338628.645211 cmd_parse_build_commands 0:0: delete-buffer
1757338628.645215 args_parse: flags end at 1 of 1
1757338628.645219 cmd_parse_build_commands: delete-buffer
1757338628.645221 args_parse_flags: next -N
1757338628.645224 args_parse_flag_argument: -N = Delete the most recent paste buffer
1757338628.645227 args_parse_flags: next -
1757338628.645230 args_parse: flags end at 3 of 5
1757338628.645233 args_parse: 3 = - (type STRING)
1757338628.645236 args_parse: 4 = delete-buffer (type COMMANDS)
1757338628.645249 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1757338628.645254 cmdq_get_command: [bind-key/0x14b70be00] group 126
1757338628.645257 cmdq_append <global>: [bind-key/0x14b70be00]
1757338628.645259 yylex_token: end at WS
1757338628.645262 yylex_token: bind
1757338628.645265 yylex_token: end at WS
1757338628.645267 yylex_token: -N
1757338628.645271 yylex_token: end at WS
1757338628.645273 yylex_token: Move the current window
1757338628.645276 yylex_token: end at WS
1757338628.645278 yylex_token: .
1757338628.645281 yylex_token: end at WS
1757338628.645284 yylex_token: command-prompt
1757338628.645287 yylex_token: end at WS
1757338628.645289 yylex_token: -T
1757338628.645292 yylex_token: end at WS
1757338628.645294 yylex_token: target
1757338628.645297 yylex_token: end at WS
1757338628.645300 yylex_token: move-window
1757338628.645302 yylex_token: end at WS
1757338628.645304 yylex_token: -t
1757338628.645307 yylex_token: end at WS
1757338628.645309 yylex_token: %%
1757338628.645313 cmd_parse_build_commands 0:0: bind
1757338628.645316 cmd_parse_build_commands 0:1: -N
1757338628.645318 cmd_parse_build_commands 0:2: Move the current window
1757338628.645321 cmd_parse_build_commands 0:3: .
1757338628.645324 cmd_parse_build_commands 0:4 0:0: command-prompt
1757338628.645327 cmd_parse_build_commands 0:4 0:1: -T
1757338628.645329 cmd_parse_build_commands 0:4 0:2: target
1757338628.645332 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1757338628.645335 cmd_parse_build_commands 0:4 0:3 0:1: -t
1757338628.645338 cmd_parse_build_commands 0:4 0:3 0:2: %%
1757338628.645345 cmd_parse_build_commands 0:0: command-prompt
1757338628.645348 cmd_parse_build_commands 0:1: -T
1757338628.645350 cmd_parse_build_commands 0:2: target
1757338628.645353 cmd_parse_build_commands 0:3 0:0: move-window
1757338628.645356 cmd_parse_build_commands 0:3 0:1: -t
